0	1
1	1
2	2
3	1
4	1
5	1
6	1
7	2
8	2
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	2
17	2
18	1
19	1
20	1
21	1
22	1
23	2
24	1
25	1
26	1
27	1
28	1
29	1
30	2
31	1
32	1
33	1
34	1
35	1
36	2
37	2
38	1
39	1
40	1
41	2
42	1
43	1
44	2
45	1
46	1
47	2
48	1
49	1
50	1
51	2
52	1
53	1
54	1
55	2
56	2
57	1
58	1
59	2
60	1
61	2
62	1
63	2
64	1
65	1
66	1
67	2
68	2
69	1
70	1
71	1
72	1
73	1
74	2
75	1
76	1
77	2
78	2
79	1
80	1
81	2
82	2
83	2
84	2
85	1
86	1
87	1
88	1
89	1
90	1
91	2
92	1
93	1
94	2
95	2
96	2
97	1
98	1
99	2
100	1
101	1
102	2
103	1
104	2
105	2
106	2
107	1
108	2
109	2
110	1
111	1
112	1
113	1
114	1
115	2
116	1
117	2
118	1
119	1
120	1
121	1
122	2
123	2
124	1
125	1
126	1
127	2
128	1
129	1
130	1
131	1
132	1
133	1
134	1
135	1
136	1
137	2
138	1
139	2
140	1
141	1
142	1
143	1
144	1
145	1
146	1
147	2
148	1
149	1
150	1
151	2
152	1
153	1
154	1
155	1
156	1
157	1
158	1
159	1
160	1
161	1
162	2
163	1
164	1
165	2
166	2
167	1
168	2
169	1
170	1
171	1
172	1
173	1
174	1
175	1
176	2
177	1
178	1
179	1
180	1
181	2
182	1
183	1
184	1
185	1
186	1
187	2
188	1
189	1
190	1
191	1
192	1
193	2
194	1
195	1
196	1
197	1
198	1
199	1
200	1
201	2
202	1
203	2
204	2
205	1
206	1
207	2
208	1
209	2
210	1
211	2
212	1
213	2
214	1
215	2
216	1
217	2
218	2
219	2
220	1
221	1
222	1
223	2
224	1
225	1
226	2
227	2
228	1
229	1
230	1
231	1
232	1
233	1
234	1
235	1
236	1
237	1
238	1
239	2
240	2
241	1
242	2
243	1
244	2
245	1
246	2
247	2
248	2
249	1
250	1
251	1
252	1
253	1
254	1
255	1
256	1
257	2
258	2
259	2
260	1
261	2
262	1
263	2
264	1
265	1
266	1
267	1
268	1
269	1
270	1
271	1
272	1
273	2
274	1
275	1
276	1
277	2
278	1
279	1
280	2
281	1
282	1
283	1
284	1
285	1
286	1
287	1
288	1
289	2
290	1
291	1
292	1
293	2
294	2
295	1
296	1
297	1
298	1
299	2
300	1
301	2
302	2
303	1
304	2
305	1
306	1
307	1
308	1
309	1
310	1
311	2
312	2
313	1
314	1
315	1
316	1
317	1
318	1
319	2
320	1
321	1
322	1
323	2
324	2
325	2
326	1
327	1
328	1
329	2
330	1
331	2
332	1
333	1
334	2
335	2
336	1
337	1
338	1
339	2
340	1
341	1
342	1
343	1
344	1
345	1
346	2
347	1
348	2
349	1
350	1
351	1
352	1
353	1
354	1
355	1
356	1
357	2
358	2
359	1
360	1
361	2
362	1
363	2
364	1
365	1
366	1
367	1
368	1
369	1
370	2
371	1
372	1
373	2
374	1
375	1
376	1
377	1
378	1
379	2
380	1
381	1
382	1
383	1
384	1
385	1
386	1
387	2
388	1
389	1
390	1
391	2
392	1
393	2
394	1
395	2
396	1
397	2
398	2
399	2
400	2
401	1
402	1
403	2
404	2
405	1
406	1
407	1
408	2
409	1
410	1
411	2
412	1
413	1
414	1
415	1
416	1
417	1
418	2
419	1
420	1
421	1
422	1
423	1
424	1
425	2
426	1
427	1
428	2
429	2
430	1
431	1
432	1
433	1
434	2
435	2
436	1
437	2
438	1
439	1
440	1
441	2
442	1
443	1
444	1
445	1
446	2
447	2
448	2
449	2
450	1
451	2
452	1
453	2
454	2
455	1
456	2
457	1
458	1
459	2
460	1
461	1
462	1
463	2
464	1
465	1
466	1
467	1
468	2
469	2
470	2
471	1
472	1
473	1
474	1
475	1
476	1
477	1
478	1
479	1
480	1
481	1
482	2
483	1
484	2
485	1
486	1
487	2
488	1
489	2
490	1
491	2
492	2
493	1
494	1
495	1
496	2
497	1
498	1
499	1
500	1
501	1
502	2
503	1
504	1
505	1
506	2
507	1
508	1
509	2
510	1
511	1
512	1
513	2
514	2
515	1
516	1
517	1
518	1
519	1
520	1
521	1
522	2
523	1
524	2
525	1
526	1
527	2
528	1
529	1
530	2
531	1
532	1
533	2
534	1
535	1
536	1
537	2
538	2
539	2
540	2
541	1
542	1
543	1
544	2
545	1
546	2
547	2
548	1
549	1
550	2
551	1
552	2
553	1
554	1
555	1
556	2
557	1
558	1
559	1
560	2
561	1
562	2
563	1
564	1
565	1
566	2
567	1
568	2
569	2
570	2
571	1
572	2
573	1
574	1
575	1
576	1
577	1
578	1
579	1
580	1
581	2
582	2
583	1
584	1
585	1
586	2
587	2
588	1
589	2
590	1
591	1
592	1
593	2
594	1
595	2
596	1
597	1
598	1
599	1
600	1
601	1
602	1
603	2
604	2
605	2
606	2
607	2
608	2
609	1
610	1
611	1
612	2
613	1
614	1
615	1
616	1
617	1
618	1
619	1
620	2
621	2
622	1
623	1
624	2
625	2
626	1
627	1
628	2
629	1
630	1
631	1
632	1
633	2
634	2
635	1
636	1
637	1
638	1
639	1
640	2
641	1
642	1
643	1
644	1
645	1
646	1
647	1
648	2
649	1
650	2
651	2
652	1
653	1
654	1
655	2
656	2
657	2
658	2
659	1
660	1
661	2
662	2
663	2
664	2
665	2
666	2
667	2
668	2
669	1
670	1
671	2
672	2
673	1
674	2
675	2
676	1
677	2
678	2
679	2
680	2
681	1
682	2
683	2
684	1
685	2
686	2
687	2
688	1
689	1
690	1
691	1
692	1
693	2
694	1
695	1
696	1
697	1
698	1
699	1
700	1
701	2
702	1
703	2
704	2
705	2
706	2
707	1
708	1
709	1
710	1
711	1
712	1
713	2
714	2
715	2
716	2
717	1
718	2
719	2
720	1
721	1
722	2
723	2
724	2
725	2
726	2
727	2
728	2
729	1
730	1
731	1
732	2
733	1
734	1
735	1
736	1
737	2
738	1
739	1
740	2
741	1
742	1
743	2
744	2
745	2
746	2
747	2
748	2
749	2
750	1
751	1
752	2
753	2
754	1
755	1
756	1
757	1
758	1
759	1
760	1
761	1
762	1
763	1
764	1
765	2
766	1
767	1
768	1
769	1
770	2
771	1
772	2
773	2
774	1
775	1
776	1
777	2
778	1
779	2
780	2
781	1
782	1
783	1
784	1
785	2
786	1
787	1
788	1
789	1
790	2
791	1
792	1
793	1
794	2
795	2
796	1
797	1
798	1
799	1
800	1
801	1
802	1
803	1
804	1
805	1
806	2
807	2
808	2
809	1
810	2
811	1
812	2
813	2
