0	2
1	1
2	1
3	1
4	1
5	2
6	1
7	1
8	2
9	1
10	1
11	2
12	1
13	2
14	2
15	1
16	1
17	2
18	1
19	1
20	2
21	2
22	1
23	2
24	1
25	1
26	1
27	1
28	1
29	2
30	1
31	1
32	1
33	2
34	2
35	2
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	2
44	1
45	1
46	1
47	2
48	1
49	2
50	1
51	2
52	1
53	1
54	1
55	1
56	2
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	2
73	1
74	1
75	1
76	1
77	1
78	2
79	2
80	2
81	1
82	2
83	2
84	2
85	1
86	1
87	2
88	1
89	1
90	1
91	2
92	1
93	1
94	1
95	1
96	2
97	1
98	1
99	1
100	2
101	2
102	2
103	1
104	1
105	2
106	1
107	1
108	1
109	1
110	1
111	1
112	2
113	1
114	1
115	1
116	2
117	2
118	1
119	2
120	1
121	2
122	1
123	1
124	2
125	1
126	1
127	1
128	1
129	2
130	1
131	2
132	1
133	1
134	1
135	2
136	2
137	2
138	1
139	2
140	2
141	1
142	1
143	2
144	2
145	1
146	1
147	2
148	1
149	1
150	2
151	2
152	2
153	1
154	1
155	2
156	1
157	2
158	2
159	2
160	1
161	1
162	1
163	1
164	2
165	2
166	2
167	2
168	2
169	2
170	1
171	1
172	2
173	2
174	1
175	1
176	1
177	1
178	1
179	1
180	2
181	2
182	2
183	2
184	1
185	2
186	1
187	1
188	2
189	2
190	2
191	1
192	1
193	1
194	1
195	2
196	1
197	1
198	1
199	1
200	1
201	1
202	1
203	1
204	1
205	1
206	1
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	1
215	2
216	1
217	1
218	1
219	2
220	1
221	2
222	1
223	1
224	1
225	1
226	1
227	1
228	2
229	1
230	1
231	2
232	2
233	2
234	1
235	2
236	1
237	1
238	1
239	2
240	1
241	2
242	2
243	1
244	1
245	1
246	1
247	1
248	1
249	2
250	2
251	1
252	1
253	2
254	1
255	2
256	1
257	1
258	1
259	1
260	1
261	2
262	1
263	1
264	1
265	1
266	2
267	1
268	2
269	1
270	1
271	1
272	1
273	1
274	1
275	1
276	1
277	1
278	1
279	1
280	1
281	2
282	2
283	2
284	1
285	2
286	1
287	1
288	2
289	1
290	1
291	2
292	1
293	1
294	2
295	2
296	2
297	2
298	2
299	2
300	2
301	2
302	2
303	1
304	1
305	2
306	2
307	2
308	1
309	2
310	2
311	1
312	1
313	2
314	2
315	2
316	2
317	1
318	1
319	2
320	1
321	1
322	2
323	2
324	2
325	1
326	1
327	1
328	1
329	2
330	1
331	1
332	1
333	1
334	2
335	1
336	1
337	1
338	2
339	1
340	1
341	1
342	1
343	1
344	2
345	1
346	2
347	1
348	1
349	1
350	1
351	1
352	2
353	1
354	1
355	1
356	1
357	1
358	1
359	1
360	1
361	1
362	2
363	1
364	1
365	1
366	1
367	2
368	1
369	1
370	1
371	2
372	1
373	2
374	1
375	1
376	1
377	1
378	1
379	1
380	1
381	1
382	1
383	2
384	2
385	2
386	2
387	2
388	1
389	1
390	2
391	1
392	2
393	1
394	2
395	2
396	1
397	2
398	2
399	2
400	1
401	2
402	2
403	2
404	2
405	1
406	2
407	2
408	2
409	1
410	2
411	2
412	2
413	1
414	1
415	1
416	2
417	2
418	2
419	1
420	2
421	1
422	1
423	1
424	1
425	1
426	2
427	1
428	1
429	1
430	2
431	1
432	2
433	1
434	1
435	1
436	2
437	2
438	2
439	2
440	2
441	2
442	2
443	1
444	2
445	2
446	2
447	2
448	2
449	2
450	2
451	2
452	2
453	1
454	1
455	2
456	2
457	2
458	2
459	1
460	2
461	1
462	2
463	1
464	1
465	1
466	1
467	1
468	2
469	1
470	1
471	1
472	1
473	2
474	1
475	1
476	2
477	1
478	1
479	2
480	1
481	1
482	1
483	1
484	1
485	1
486	1
487	1
488	1
489	2
490	1
491	1
492	1
493	1
494	1
495	2
496	2
497	1
498	1
499	2
500	1
501	1
502	1
503	1
504	1
505	1
506	1
507	1
508	1
509	1
510	1
511	1
512	1
513	1
514	1
515	1
516	1
517	2
518	1
519	1
520	1
521	1
522	1
523	2
524	1
525	1
526	2
527	1
528	1
529	1
530	1
531	1
532	1
533	1
534	2
535	1
536	2
537	1
538	2
539	1
540	2
541	2
542	1
543	1
544	1
545	1
546	2
547	2
548	2
549	1
550	1
551	2
552	2
553	2
554	1
555	1
556	1
557	1
558	1
559	1
560	1
561	1
562	1
563	1
564	2
565	2
566	2
567	2
568	2
569	2
570	1
571	1
572	1
573	1
574	1
575	2
576	2
577	2
578	2
579	2
580	1
581	2
582	2
583	2
584	2
585	2
586	1
587	2
588	1
589	2
590	2
591	1
592	1
593	1
594	1
595	1
596	1
597	1
598	1
599	2
600	1
601	2
602	2
603	1
604	1
605	1
606	1
607	2
608	1
609	2
610	2
611	2
612	1
613	2
614	1
615	1
616	2
617	1
618	1
619	1
620	2
621	2
622	2
623	2
624	1
625	1
626	2
627	1
628	2
629	2
630	1
631	1
632	1
633	1
634	1
635	2
636	2
637	1
638	2
639	1
640	1
641	1
642	2
643	1
644	1
645	2
646	1
647	1
648	1
649	1
650	1
651	1
652	1
653	2
654	1
655	1
656	1
657	2
658	2
659	1
660	1
661	1
662	1
663	1
664	1
665	1
666	2
667	1
668	1
669	1
670	1
671	1
672	1
673	1
674	1
675	2
676	2
677	1
678	1
679	1
680	1
681	2
682	1
683	2
684	2
685	1
686	1
687	1
688	2
689	1
690	2
691	1
692	1
693	2
694	2
695	1
696	1
697	1
698	1
699	1
700	1
701	1
702	2
703	1
704	1
705	2
706	1
707	2
708	1
709	1
710	2
711	2
712	2
713	1
714	1
715	1
716	1
717	1
718	1
719	2
720	2
721	2
722	2
723	1
724	2
725	2
726	2
727	1
728	1
729	1
730	1
731	1
